title,text,date
Байдена призвали болезненно ударить по Саудовской Аравии за решение ОПЕК+,"Обозреватель Bloomberg Бобби Гош призвал президента США Джо Байдена болезненно ударить по Саудовской Аравии после решения ОПЕК+ сократить добычу нефти.По мнению журналиста, Вашингтону следует покончить с «особым» положением ближневосточного королевства в американской внешней политике. Он также призвал понизить уровень дипломатических отношений с Саудовской Аравией.Обозреватель считает, что королевство отныне должно обладать такими же «обычными правами», как Малайзия или Бруней. «Никаких больше притворных симбиотических отношений, никаких притворных благодарностей или неуклюжих уверток», — написал журналист.Ранее Байдена назвали униженным из-за решения стран ОПЕК+ снизить добычу нефти. Колумнист газеты The Telegraph Бен Марлоу отметил, что саудовские партнеры фактически отвернулись от американского лидера. По его мнению, решение снизить добычу нефти может говорить о сближении Саудовской Аравии с Россией и об ухудшении отношений королевства с США.ОПЕК+ решила резко сократить добычу нефти с ноября текущего года, об этом стало известно 5 октября. Страны должны будут уменьшить производство на два миллиона баррелей в сутки.",2022-10-07 00:00:00
Минобороны выступило против отмены новогодних мероприятий в регионах,"Минобороны России выступило против отмены новогодних мероприятий в регионах. В ведомстве сочли подобные инициативы ради поддержки Вооруженных сил (ВС) ненужными и преждевременными. Об этом заявил замглавы ведомства — начальник Главного военно-политического управления ВС РФ генерал-полковник Виктор Горемыкин, сообщает ТАСС.«Поэтому инициативы в отдельных регионах по отмене новогодних праздничных мероприятий для детей под предлогом поддержки вооруженных сил считаю преждевременными и ненужными», — сказал Горемыкин.Ранее в Ленинградской области, Санкт-Петербурге и Нижнем Новгороде власти сообщили об отмене новогодних и рождественских мероприятий. Сэкономленные деньги, по словам местных администраций, будут направлены на поддержку участников специальной военной операции России на Украине (СВО), призванных в рамках частичной мобилизации и их семей. Обсуждение этого вопроса анонсировали и в Мосгордуме.Позже стало известно, что в администрации президента России идею отменить новогодние праздники сочли преждевременной и непроработанной.",2022-10-07 00:00:00
Прилепин назвал Макаревича «глупым стариком»,"Сопредседатель партии «Справедливая Россия — Патриоты — За правду», писатель и публицист Захар Прилепин назвал лидера группы «Машина времени» Андрея Макаревича (признан в РФ иноагентом) «глупым, неумным и много на себя берущим стариком». Об этом он заявил в беседе с RTVI.Автор также усомнился в заслугах артиста перед культурой. По его словам, участники музыкального коллектива также считают, что исполнитель периодически становится «невменяем». «Да и заслуги его перед культурой все давние, никаких песен нормальных у Макаревича уже нет лет 30», — сказал писатель.Ранее Прилепин высказался о покинувших Россию звездах. Писатель предрек возвращение артистов. «Оно вернется. Может быть, самое озверелое не вернется. Это какие-то отдельные персонажи, но в целом все это съедется обратно ровно на те же самые места. Так в России заведено», — считает он.",2022-10-07 00:00:00
В Нью-Йорке ввели режим ЧС,"Мэр Нью-Йорка Эрик Адамс объявил о режиме ЧС из-за большого потока нелегальных мигрантов, прибывающих в город. Об этом сообщает ТАСС.По словам чиновника, режим ЧС введен из-за перегрузки системы приютов для бездомных в городе — ночлег ищут более 60 тысяч человек, почти 20 тысяч из них — дети.Адамс называет происходящее гуманитарным кризисом: за один месяц, с мая по июнь, границы США пересекли более 11 тысяч человек, многие из них были фактически «высланы» из южных штатов вроде Техаса дальше на север. Городские власти уже открыли 23 временных убежища, чтобы справиться с наплывом мигрантов.25 августа комиссар Нью-Йорка по миграционным вопросам Мануэль Кастро посчитал бесчеловечным и «скотским» обращение губернатора Техаса Грега Эббота с мигрантами. В свою очередь, мэр Нью-Йорка Адамс предложил размещать беженцев на круизных лайнерах.",2022-10-07 00:00:00
В Минздраве рекомендовали включить препарат «Онкаспар» в перечень ЖНВЛП,"Комиссия Минздрава России рекомендовала включить препарат для лечения детей с острым лимфобластным лейкозом «Онкаспар» в перечень жизненно необходимых и важнейших лекарственных препаратов (ЖНВЛП). Об этом сообщает ТАСС со ссылкой на пресс-службу ведомства.Для обеспечения ввоза и дальнейшего обращения препарата Минздрав выдал заключение о возможности его обращения на территории России в иностранной упаковке. В настоящее время рассматривается возможность осуществления закупки препарата по линии фонда «Круг добра» и готовится соответствующий проект распоряжения правительства.Ранее глава Минпромторга Денис Мантуров пообещал, что стоимость аналога препарата против спинальной мышечной атрофии (СМА) в России будет в разы ниже швейцарского лекарства «Золгенсма», которое сейчас является самым дорогим в мире. Он напомнил, что аналог уже есть у отечественной компании «Биокад». ",2022-10-07 00:00:00
Глава СПЧ пообещал отправить под суд бывшего омбудсмена Украины,"Глава Совета по развитию гражданского общества и правам человека (СПЧ) Валерий Фадеев пообещал добиться суда над бывшим омбудсменом Украины Людмилой Денисовой. Сообщение опубликовано в Telegram-канале российского ведовства.«Все равно впереди суды, и рано или поздно мы этого добьемся: подобных людей будем судить. Когда будут суды с документами, доказательствами, такие, как она, пойдут под суд, несмотря на свой статус якобы правозащитника», — заявил он.По словам главы СПЧ, распространение фейков о ВС России со стороны бывшего правозащитника ведут еще к большим жертвам в ходе конфликта на Украине.«Буча сработала — все западные СМИ были заполнены этой ложной информацией. Это настоящая проблема, не только проблема ситуации на Украине, а вообще — информационного поля», — подчеркнул Фадеев.Ранее Денисова призналась, что разведка просила ее намеренно распространять многочисленные фейки о российской армии.  Она также рассказала, что доклады о якобы зверствах ВС России на Украине помогали политикам вести эффективные диалоги в парламентах европейских стран. После таких заявлений, как считает бывший омбудсмен, Европейский союз соглашался поставлять новую военную помощь армии Украины.В конце мая Верховная Рада сняла с поста Денисову, занимавшую должность с 2018 года. Увольнение омбудсмена было связано с невыполнением ею своих обязанностей в вопросах организации гумкоридоров, обмена пленными.",2022-10-07 00:00:00
Российский хоккеист объяснил возвращение из клуба НХЛ,"Российский хоккеист Михаил Бердин рассказал о приостановке контракта с клубом Национальной хоккейной лиги (НХЛ) «Виннипег Джетс». Его слова передает Sport24.Спортсмен заявил, что добровольно вступил в программу лиги по борьбе со злоупотреблением психоактивными веществами и поведенческому здоровью, чтобы иметь возможность вернуться в Россию. «Никаких проблем психологического характера у меня нет. Это исключительно моя инициатива, а не клуба», — добавил 24-летний голкипер. Бердин объяснил возвращение в Россию желанием быть с семьей и родиной.Бердин выступал в Северной Америке с 2018 года. В НХЛ он не провел ни одного матча. Его контракт с «Виннипегом» действует еще год.В июле российский голкипер «Ак Барса» Амир Мифтахов рассказал, почему принял решение покинуть США и вернуться в Континентальную хоккейную лигу (КХЛ). Игрок, выступавший за «Сиракьюз Кранч», фарм-клуб «Тампа-Бэй Лайтнинг», заявил, что изначально не думал о возвращении. «Принял такое решение, что на данный момент для меня, для моего развития будет лучше продолжить карьеру в Казани и поиграть в КХЛ, поработать с хорошими тренерами, в хорошей команде», — заявил он.",2022-10-07 00:00:00
Илон Маск отказался комментировать сбои в работе Starlink на Украине,"Основатель компаний Tesla и SpaceX Илон Маск отказался комментировать сообщения о сбоях в работе терминалов спутниковой связи Starlink на Украине. Об этом он написал в своем Twitter-аккаунте.«Что касается того, что происходит на поле боя, то это конфиденциальная информация», — заявил предприниматель.Ранее сообщалось, что сбои в работе Starlink на территории проведения российской специальной военной операции на Украине вызвали панику у украинских военных. По информации Financial Times, были зафиксированы «катастрофические потери» в Донбассе, Херсонской, Запорожской и Харьковской областях. ",2022-10-07 00:00:00
Названы районы Москвы с самым дорогим элитным жильем,"По итогам сентября 2022 года районом Москвы с наиболее дорогим элитным жильем на вторичном рынке стала Якиманка. Об этом сообщили аналитики риелторской компании Kalinka Group, пишет РБК.Средняя цена квадратного метра элитной «вторички» там составила 1,275 миллиона рублей. Отрицательная динамика показателя за год составила четыре процента. Вторым в списке районов с самым дорогим жильем эксперты назвали Хамовники — там стоимость «квадрата» на вторичном рынке оценили в 1,274 миллиона рублей. До сентября с начала текущего года этот район был лидером рейтинга, однако по итогам сентября квадратный метр элитной недвижимости в Якиманке оказался дороже, чем в Хамовниках. По сравнению с сентябрем 2021-го в последнем отрицательная динамика показателя составила девять процентов.Замкнул тройку Гагаринский район со средней стоимостью «квадрата» в 1,204 миллиона рублей. За год цены на элитное жилье на вторичном рынке там также упали на девять процентов. Кроме того, в пятерку попали районы Арбат и Пресненский с показателями в 1,016 и 1,009 миллиона рублей за квадратный метр соответственно. В среднем по столице цена «квадрата» элитной «вторички» по итогам девятого месяца нынешнего года установилась на уровне в 1,021 миллиона рублей. За год стоимость таких квартир упала на 15 процентов.В октябре аналитики агентства Est-a-Tet пришли к выводу, что в третьем квартале 2022 года среди районов Москвы элитное жилье больше всего подорожало в Мещанском. За год стоимость недвижимости выросла на 80 процентов, до 2,4 миллиона рублей.",2022-10-07 00:00:00
Минюст признал «Ресурсный центр для ЛГБТ» иноагентом,"Минюст России включил в реестр незарегистрированных НКО, выполняющих функцию иностранного агента, «Ресурсный центр для ЛГБТ», следует из данных на сайте ведомства.Отмечается, что НКО была создана в 2014 году в Екатеринбурге. По данным реестра, средства данной организации поступали из Бельгии и Швеции.В разделе «цель деятельности объединения» указано, что центр занимался «созданием уважительного, дружественного, принимающего пространства для ЛГБТ+ сообщества в Екатеринбурге, реализацией социально-правовых программ и услуг, направленных на преодоление дискриминации, стереотипов, предубеждений, стигматизации по признаку сексуальной ориентации и гендерной идентичности».Ранее Минюст признал иноагентами писателя Дмитрия Глуховского и рэпера Oxxxymiron.",2022-10-07 00:00:00
На Украине назвали Южные Курилы «оккупированной территорией Японии»,"Верховная Рада Украины приняла постановление о признании южных Курильских островов «оккупированной Россией территорией Японии». Об этом сообщается на сайте парламента страны.«Верховная рада Украины заявляет о поддержке позиции Японии в отношении ее северных территорий», — сообщается в документе.Также Украина призвала международное сообщество принять все возможные меры« по договорно-правовому оформлению статуса северных территорий Японии».22 апреля Япония впервые с 2003 года официально обозначила российские Южные Курилы незаконно оккупированными северными территориями. Данный термин был упомянут в представленной правительству «Синей книге по дипломатии» МИД страны.",2022-10-07 00:00:00
Захарова назвала Зеленского «шутом гороховым»,"Официальный представитель МИД РФ Мария Захарова назвала президента Украины Владимира Зеленского «гороховым шутом». В своем Telegram-канале дипломат прокомментировала его заявления о том, что он «под ""превентивными ударами"" по России имел в виду новые западные санкции для недопущения ядерной войны».«Шут гороховый», — сыронизировала Захарова.Ранее Зеленский заявил, что НАТО следует не дожидаться возможного применения ядерного оружия Россией. По его словам, альянс должен нанести «превентивные удары, чтобы они знали, что с ними будет, если они применят. А не наоборот — ждать ядерных ударов России, чтобы потом сказать: ""Ах, ты так, ну, вот держи от нас!""»После политик добавил, что речь шла о новых санкциях Запада, которые должны предотвратить ядерную войну. Он также сказал, что Москва начала использовать его высказывания «в выгодном для себя ключе и ретранслировать их по другим направлениям».",2022-10-07 00:00:00
Эстония назвала условие введения потолка цен на газ,"Премьер-министр Эстонии Кая Каллас заявила, что страна готова поддержать введение потолка цен на газ, если это не помешает обеспечению поставок топлива. Об этом сообщает ТАСС.«Например, если мы на мировом рынке намереваемся приобрести СПГ, и на нашей территории будет введен потолок, а на другой — нет, то мы просто лишимся газа, потому что никто не будет нам его продавать», — заявила политик.Каллас назвала гарантию надежных поставок ключевым вопросом при обсуждении ценовых ограничений.Ранее глава Еврокомиссии Урсула фон дер Ляйен говорила, что доля России в поставках газа в ЕС упала до 7,5 процента. При этом до начала украинского конфликта на Россию приходился 41 процент европейского импорта газа, добавила она. Тем не менее ЕС удается замещать поставки из России за счет США и Норвегии, а газохранилища в регионе сейчас заполнены на 90 процентов.",2022-10-07 00:00:00
Москва учтет слова Зеленского при принятии мер по ядерному сдерживанию,"Москва, принимая решение по обеспечению ядерного сдерживания и безопасности страны, учтет слова президента Украины Владимира Зеленского о превентивных ударах НАТО по России. Об этом сообщает РИА Новости со ссылкой на замглавы российской делегации на заседании Первого комитета ГА ООН Константина Воронцова.Воронцов подчеркнул, что украинский лидер уже не в первый раз высказывается о создании и применении ядерного оружия в своих выступлениях и интервью.«Вы вполне услышите, что речь шла не о каких-то там превентивных санкциях до 24 февраля, мифических, которые выдумывает пресс-служба президента, а речь шла четко о необходимости превентивных ядерных ударов стран НАТО по России и ни о чем другом», — обратился дипломат к другим делегатам ГА ООН.По словам Воронцова, Москва будет внимательно следить за реакцией западных стран на заявление Зеленского, чтобы понять, «действовал ли он и в данном случае с их ведома и согласия».Накануне Зеленский заявил, что НАТО следует не дожидаться возможного применения ядерного оружия Россией. Альянс, по его словам, должен нанести «превентивные удары, чтобы они знали, что с ними будет, если они применят. А не наоборот — ждать ядерных ударов России, чтобы потом сказать: ""Ах, ты так, ну, вот держи от нас!""».",2022-10-07 00:00:00
Путин подписал указ о создании нового оператора проекта «Сахалин-1»,"Президент России Владимир Путин подписал указ о создании нового оператора проекта «Сахалин-1». Документ опубликован на официальном интернет-портале правовой информации.Указом правительству поручено создать нового оператора проекта «Сахалин-1», который получит права и обязанности участников проекта и оператора Exxon Neftegas. Новое ООО получит все имущество консорциума в рамках соглашения о разделе продукции по «Сахалину-1».Новым управляющим оператором «Сахалина-1» станет «дочка» «Роснефти» «Сахалинморнефтегаз-Шельф», она получит в новом операторе 11,5 процента, еще 8,5 процента перейдут к другой дочке «Роснефти» — «РИ-Астра». Остальные 80 процентов пока будут переданы новому оператору, до тех пор, пока они не будут переданы остальным участникам.Иностранные участники «Сахалина-1» должны в течение месяца представить правительству уведомления о согласии или отказе от перерегистрации доли в проекте на нового оператора.Ранее губернатор Сахалинской области Валерий Лимаренко заявил об остановке добычи нефти на проекте «Сахалин-1». Он отметил, что за семь месяцев текущего года объем добычи нефти и конденсата уменьшился почти вдвое по сравнению с аналогичным периодом прошлого года. Глава региона напомнил, что в апреле компания Exxon Neftegas Limited «уведомила о снижении объемов добычи со ссылкой на обстоятельства форс-мажора».В Минэнерго России заявили, что рассчитывают на скорейшее возобновление добычи нефти и газа на проекте «Сахалин-1» и имеет варианты по его запуску, риска консервации скважин на проекте в связи с его остановкой нет.В конце августа американская нефтяная компания ExxonMobil пригрозила властям России судебным иском в случае, если ей не позволят продать долю в совместном проекте «Сахалин-1» и окончательно выйти из него.ExxonMobil принадлежит 30 процентов в «Сахалине-1». Остальной капитал распределен между «Роснефтью» (20 процентов), индийской ONGC (20 процентов) и японским SODECO (30 процентов).",2022-10-07 00:00:00
Капелло высказался об игре Кокорина в «Арисе»,"Бывший главный тренер сборной России Фабио Капелло высказался об успехах нападающего кипрского «Ариса» Александра Кокорина. Его слова приводит Sport24.Специалист положительно оценил выступления 31-летнего россиянина. «Рад, что Кокорин снова играет и забивает», — заявил Капелло.15 сентября Кокорин забил дебютный мяч за «Арис» в чемпионате Кипра. Это был первый гол нападающего с 29 ноября 2020 года. Тогда футболист отличился в матче против «Ротора» за московский «Спартак».31 августа стало известно, что Кокорин перешел из «Фиорентины» в «Арис» на правах аренды. Срок соглашения не называется. В итальянской команде за полтора года российский нападающий не совершил ни одного результативного действия.",2022-10-07 00:00:00
Сбои в работе Starlink вызвали панику у ВСУ,"Сбои в работе спутниковой сети Starlink на территории проведения российской специальной военной операции (СВО) на Украине вызвали панику у украинских военных. Об этом пишет Financial Times (FT), ссылаясь на чиновников республики.По информации издания, были зафиксированы «катастрофические потери» в Донбассе, Херсонской, Запорожской и Харьковской областях. FT отметили, что нарушения в работе Starlink вызвали панику в рядах Вооруженных сил Украины (ВСУ).По словам украинских аналитиков, опрошенных изданием, причиной сбоев спутниковой связи в зоне СВО могло стать специальное решение компании SpaceX, которая запустила Starlink, ограничить доступ к ней на подконтрольной России территории. Как утверждают эксперты, нарушения в работе сети являются свидетельством недостатка кооперации между SpaceX и украинским военным руководством.Ранее глава крымского парламента Владимир Константинов заявил, что если американский миллиардер и основатель компаний Tesla и SpaceX Илон Маск хочет ускорить завершение конфликта на Украине, то ему стоит лишить Киев доступа к Starlink.",2022-10-07 00:00:00
Стал известен город проведения «Евровидения»,"Музыкальный конкурс «Евровидение-2023» пройдет в Ливерпуле. Об этом сообщила премьер-министр Великобритании Лиз Трасс в своем Twitter-аккаунте.«Большие поздравления Ливерпулю, выбранному в качестве города, который примет ""Евровидение"" в 2023 году», — написала политик.По ее словам, Ливерпуль устроит «незабываемое шоу, посвященное богатой культуре и творчеству Украины».Ранее сообщалось, что семь британских городов попали в шорт-лист претендентов на проведение музыкального конкурса «Евровидение» в 2023 году. В числе городов-претендентов были названы Бирмингем, Глазго, Лидс, Ливерпуль, Манчестер, Ньюкасл и Шеффилд.«Евровидение» проходило в Великобритании восемь раз. Из них четыре раза конкурс принимал Лондон. Мероприятие также проводилось в Эдинбурге, Брайтоне, Харрогите и Бирмингеме.",2022-10-07 00:00:00
Минюст признал рэпера Oxxxymiron иноагентом,"Минюст России включил в список физлиц-иноагентов рэпера Оксимирон (Oxxxymiron, настоящее имя — Мирон Федоров). Об этом говорится на сайте ведомства.Кроме того, ведомство признало физлицами-иноагентами активистку Ирину Сторожеву и правозащитницу Алену Попову.16 сентября Оксимирон вернулся в Россию и выпустил клип на песню «Ойда». В видео, снятом на улицах Санкт-Петербурга, хип-хоп-артист «передает привет» Следственному комитету России и прокуратуре.",2022-10-07 00:00:00
Киев опроверг информацию о решении Зеленского посетить саммит G20,"Пресс-секретарь президента Украины Сергей Никифоров опроверг информацию о том, что глава государства Владимир Зеленский уже принял решение посетить саммит G20 в Индонезии в ноябре. Об этом сообщает Страна.ua.«Нет, окончательное решение еще не принято», — заявили в Киеве.Ранее посол Индонезии в ОАЭ Хусин Багис сказал, что президент России Владимир Путин и украинский лидер Владимир Зеленский согласились приехать на саммит «Большой двадцатки» на Бали. Пресс-секретарь Кремля Дмитрий Песков подтвердил, что Россия будет участвовать в саммите G20, но подчеркнул, что формат еще не определен.16 сентября Путин подтвердил участие России в саммите «Большой двадцатки» (G20) в Индонезии, но оставил под вопросом собственное присутствие на мероприятии. Вашингтон призвал Зеленского посетить саммит G20, если на него приедет российский президент. Тем не менее в Белом доме оставили за Зеленским право выбрать онлайн-формат присутствия на саммите.",2022-10-07 00:00:00
Минюст признал писателя Глуховского иноагентом,"Минюст России признал иностранным СМИ, выполняющим функции иностранного агента, писателя Дмитрия Глуховского Об этом говорится на сайте ведомства.Помимо этого, ведомство признало СМИ-иноагентами социолога Искэндэра Ясавеева и журналистку Евгению Балтатарову.Ранее стало известно, что Глуховский объявлен в федеральный розыск. По заявлению автора, его обвиняют в дискредитации Вооруженных сил России (статья 207.3, часть 2) за пост в социальной сети Instagram (соцсеть запрещена в РФ; принадлежит корпорации Meta, которая признана в России экстремистской и запрещена).",2022-10-07 00:00:00
Россиянина отправили в психбольницу за изнасилование ребенка и убийство девушки,"В Тульской области 53-летнего жителя Белева отправили на принудительное лечение в психиатрическую больницу по делу об убийстве девушки, изнасиловании ребенка и насильственных действиях сексуального характера. Об этом в пятницу, 7 октября, «Ленте.ру» сообщили в региональном управлении Следственного комитета России (СКР).По данным следствия, в июле 2002 года в Белеве фигурант, который тогда проживал в поселке Арсеньево, избил 18-летнюю девушку, изнасиловал ее и убил, после чего скрылся с места происшествия.В течение почти 20 лет преступление оставалось нераскрытым. Однако позже следователям и криминалистам СКР, а также оперативниками регионального УМВД удалось установить личность преступника — им оказался местный житель. В ходе расследования выяснилось, что он причастен еще к одному преступлению. В ноября 2012 года в одном из поселков Арсеньевского района  он, угрожая убийством 11-летней девочке, надругался над ней и совершил в отношении нее насильственные действия сексуального характера.В ходе следствия была проведена психолого-психиатрическая экспертиза. Выяснилось, что мужчина не осознавал фактический характер и опасность действий.",2022-10-07 00:00:00
Женщина за 22 года отрастила 12-метровые ногти и рассказала о бытовых трудностях,"Попавшая в Книгу рекордов Гиннесса как обладательница самых длинных (12,8 метра) в мире ногтей жительница Миннесоты, США, рассказала о бытовых трудностях и ограничениях. Ее слова приводит Daily Mail.64-летняя Диана Армстронг начала отращивать ногти в 1997 году. По словам женщины, до этого момента ее 16-летняя дочь делала ей маникюр каждые выходные, но после очередного приступа астмы девочка умерла. После этого Армстронг совсем перестала стричь ногти.Со временем рекордсменка и вовсе уволилась с работы, чтобы полностью сосредоточиться на отращивании ногтей. Это, помимо известности, принесло ей немало проблем. Например, Армстронг пришлось отказаться от вождения машины, поскольку ее ногти не помещаются в автомобиль. Ей трудно застегивать и расстегивать молнии, а в общественном туалете она может зайти только в самую просторную кабинку.Армстронг пожаловалась, что на покраску ногтей уходит не менее четырех часов и 15 флаконов лака. Иногда ей все же приходится подпиливать кончики ногтей, и для этого  требуется помощь столяра. «Думаю, дочь гордилась бы мной, потому что она последняя, кто делал мне маникюр. Вот о ком я думаю, когда отращиваю ногти, так это о своей дочери», — объяснила Армстронг.Ранее сообщалось, что жительница Китая отрастила двадцатисантиметровые ресницы и побила мировой рекорд, который сама же установила ранее. В среднем длина ее ресниц составила 20 сантиметров, но самая длинная ресница на верхнем веке левого глаза оказалась 20,5 сантиметра в длину.",2022-10-07 00:00:00
В ЛНР высказались о поведении Красного Креста,"Глава представительства Луганской народной республики (ЛНР) в Москве Родион Мирошник назвал поведение Международного комитета Красного Креста (МККК) не лучшим. Его слова передает ТАСС.«С начала спецоперации они [МККК] под различными предлогами практически остановили свою работу у нас, даже не завершив проекты, готовые на 90 процентов. Оборвали поставки необходимых медикаментов людям, зависевшим от их приема. А сами просто наблюдали за происходящим. Это не лучшее поведение для гуманитарной организации», — сказал глава представительства ЛНР.Как утверждает Мирошник, он не может сказать, что в республике сильно ждут возвращения организации. По словам главы, не весь опыт работы с МККК был положительным.Ранее Красный Крест заявил, что организация не принимала решения о прекращении поставок жизненно важных лекарств в медицинские учреждения Луганской и Донецкой народных республик. В МККК объяснили ситуацию с доставкой медикаментов нарушением логистической цепочки в результате боевых действий.",2022-10-07 00:00:00
